scorer,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000
individuals,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,single,single,single,single,single,single
bodyparts,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,centroid,centroid,centroid,tailbase,tailbase,tailbase,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,centroid,centroid,centroid,tailbase,tailbase,tailbase,TopLeftCornerOfBox,TopLeftCornerOfBox,TopLeftCornerOfBox,BottomLeftCornerOfBox,BottomLeftCornerOfBox,BottomLeftCornerOfBox
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
372,311.385,740.931,1.0,287.941,794.714,1.0,222.933,754.837,1.0,237.801,806.602,1.0,223.981,932.312,1.0,271.834,908.474,1.0,329.799,939.136,1.0,269.151,975.506,1.0,339.554,1017.342,1.0,419.579,1138.186,1.0,203.923,187.891,1.0,201.595,1318.558,1.0
373,308.323,735.298,1.0,294.057,785.649,1.0,226.143,747.417,1.0,241.304,801.951,1.0,218.028,927.638,1.0,269.591,901.187,1.0,327.019,931.338,1.0,265.351,976.184,1.0,335.225,1018.431,1.0,416.71,1135.141,1.0,204.311,188.671,1.0,201.151,1317.351,1.0
374,313.933,723.196,1.0,295.052,782.74,1.0,229.031,742.796,1.0,249.649,799.503,1.0,222.614,913.61,1.0,267.039,892.764,1.0,322.869,927.363,1.0,261.149,964.761,1.0,330.575,1012.032,1.0,411.221,1135.532,1.0,203.844,188.311,1.0,200.505,1318.543,1.0
375,316.549,721.056,1.0,303.561,776.867,1.0,238.705,735.963,1.0,249.297,794.004,1.0,225.349,909.246,1.0,272.661,892.371,1.0,322.96,919.28,1.0,257.454,954.812,1.0,325.387,1000.731,1.0,407.522,1120.596,1.0,203.831,188.46,1.0,201.015,1318.717,1.0
376,,,0.0,313.528,770.811,1.0,240.962,731.882,1.0,256.916,792.539,1.0,224.283,896.606,1.0,271.55,876.709,1.0,328.345,910.793,1.0,255.636,945.077,1.0,323.417,994.202,1.0,401.952,1119.134,1.0,203.822,188.52,1.0,201.869,1318.178,1.0
377,,,0.0,320.712,767.187,1.0,246.914,726.142,1.0,262.595,787.221,1.0,222.469,883.825,1.0,270.027,871.016,1.0,324.767,910.498,1.0,255.646,941.255,1.0,320.703,987.371,1.0,399.074,1110.437,1.0,204.274,188.379,1.0,201.184,1322.202,1.0
378,,,0.0,317.031,766.386,1.0,247.39,719.199,1.0,261.415,773.373,1.0,220.763,881.7,1.0,272.888,864.302,1.0,326.548,905.545,1.0,256.703,936.003,1.0,322.646,985.421,1.0,394.871,1106.351,1.0,204.053,188.426,1.0,201.474,1318.351,1.0
379,,,0.0,319.805,759.524,1.0,248.741,714.239,1.0,259.098,768.828,1.0,221.661,868.86,1.0,273.974,852.518,1.0,326.84,897.492,1.0,259.107,924.953,1.0,319.575,976.041,1.0,391.259,1102.666,1.0,203.774,188.577,1.0,201.776,1318.789,1.0
380,,,0.0,317.119,752.69,1.0,249.555,701.157,1.0,257.782,760.573,1.0,222.971,863.049,1.0,273.299,846.728,1.0,328.296,891.562,1.0,259.113,920.597,1.0,320.871,968.033,1.0,383.045,1090.819,1.0,204.232,188.67,1.0,201.392,1319.11,1.0
381,,,0.0,320.639,740.075,1.0,248.072,699.207,1.0,257.361,755.468,1.0,222.393,860.329,1.0,283.131,831.706,1.0,332.408,883.557,1.0,259.409,912.163,1.0,317.851,967.589,1.0,373.117,1088.842,1.0,204.324,189.115,1.0,201.482,1317.656,1.0
382,337.661,672.903,1.0,318.045,729.641,1.0,250.917,686.287,1.0,259.885,745.366,1.0,221.386,846.702,1.0,287.735,819.933,1.0,331.548,876.663,1.0,256.226,894.662,1.0,310.369,954.65,1.0,363.802,1084.23,1.0,203.959,188.397,1.0,202.276,1318.324,1.0
383,,,0.0,324.254,721.587,1.0,254.637,669.896,1.0,259.108,730.484,1.0,221.641,838.795,1.0,288.625,813.585,1.0,327.184,865.44,1.0,252.321,879.92,1.0,305.869,939.941,1.0,352.93,1075.508,1.0,203.848,187.831,1.0,201.632,1318.905,1.0
384,,,0.0,329.846,710.04,1.0,253.552,663.082,1.0,266.111,727.929,1.0,227.247,830.404,1.0,298.394,798.133,1.0,329.636,859.075,1.0,257.571,867.663,1.0,302.813,931.488,1.0,349.004,1071.172,1.0,203.897,187.772,1.0,201.28,1318.819,1.0
385,,,0.0,335.779,703.258,1.0,258.692,650.426,1.0,269.336,710.321,1.0,227.014,817.742,1.0,301.449,795.43,1.0,336.454,846.91,1.0,261.476,856.56,1.0,306.612,919.408,1.0,354.881,1055.837,1.0,203.721,188.622,1.0,201.134,1318.289,1.0
386,,,0.0,339.93,685.585,1.0,267.508,640.634,1.0,275.931,704.948,1.0,229.153,805.699,1.0,309.453,785.645,1.0,344.353,838.542,1.0,269.41,835.034,1.0,307.364,905.879,1.0,360.238,1041.684,1.0,203.494,188.237,1.0,201.775,1318.903,1.0
387,,,0.0,347.483,676.449,1.0,271.324,636.048,1.0,277.639,694.998,1.0,230.84,790.591,1.0,311.311,763.503,1.0,345.164,823.939,1.0,269.729,833.621,1.0,310.852,890.223,1.0,358.938,1025.451,1.0,203.719,188.597,1.0,201.855,1318.113,1.0
388,,,0.0,350.716,662.426,1.0,275.618,619.163,1.0,281.781,680.079,1.0,230.258,775.013,1.0,315.872,750.825,1.0,352.285,810.823,1.0,270.32,817.125,1.0,307.833,883.297,1.0,353.42,1020.017,1.0,203.695,188.736,1.0,201.38,1317.984,1.0
389,,,0.0,349.045,653.606,1.0,276.731,606.745,1.0,281.68,658.957,1.0,230.689,766.826,1.0,317.151,735.633,1.0,351.753,798.936,1.0,275.318,804.565,1.0,309.51,869.593,1.0,343.874,1007.415,1.0,203.721,188.453,1.0,201.614,1318.195,1.0
390,,,0.0,339.235,650.135,1.0,276.172,593.836,1.0,277.885,656.062,1.0,230.076,756.064,1.0,314.513,719.19,1.0,352.115,784.011,1.0,277.172,787.725,1.0,311.472,858.456,1.0,335.164,997.835,1.0,203.753,188.398,1.0,201.681,1317.988,1.0
391,,,0.0,334.891,644.514,1.0,265.53,593.235,1.0,267.416,642.471,1.0,232.102,755.496,1.0,313.602,706.038,1.0,357.317,768.647,1.0,281.377,770.942,1.0,311.993,840.099,1.0,321.17,987.87,1.0,203.408,188.061,1.0,201.98,1318.597,1.0
392,,,0.0,330.971,639.356,1.0,259.457,592.834,1.0,260.615,648.358,1.0,230.795,753.382,1.0,315.042,706.815,1.0,357.081,757.449,1.0,281.221,766.11,1.0,311.431,839.117,1.0,309.864,975.688,1.0,203.553,188.493,1.0,201.645,1318.49,1.0
393,,,0.0,330.372,632.923,1.0,255.57,587.288,1.0,266.343,648.561,1.0,228.976,753.809,1.0,315.157,702.637,1.0,355.229,753.335,1.0,279.795,764.937,1.0,313.388,824.009,1.0,307.524,970.294,1.0,203.833,188.382,1.0,202.04,1317.781,1.0
394,,,0.0,326.611,622.805,1.0,254.42,577.803,1.0,262.117,638.414,1.0,228.184,753.617,1.0,312.766,690.205,1.0,353.952,743.004,1.0,281.209,762.183,1.0,310.843,820.99,1.0,302.738,960.814,1.0,203.805,188.399,1.0,201.818,1317.585,1.0
395,,,0.0,326.643,611.858,1.0,248.881,571.614,1.0,264.01,629.81,1.0,228.333,749.293,1.0,308.22,684.024,1.0,354.414,733.669,1.0,283.167,752.807,1.0,309.834,823.479,1.0,305.431,959.447,1.0,203.686,188.292,1.0,201.54,1322.288,1.0
396,,,0.0,326.287,602.756,1.0,249.648,563.346,1.0,266.315,624.209,1.0,230.014,741.22,1.0,302.942,686.353,1.0,350.96,730.344,1.0,278.171,749.493,1.0,313.017,809.794,1.0,307.907,955.516,1.0,203.448,187.884,1.0,201.225,1318.492,1.0
397,,,0.0,324.926,592.204,1.0,244.043,559.159,1.0,260.532,616.864,1.0,229.899,738.58,1.0,300.217,672.518,1.0,345.931,721.98,1.0,274.738,740.418,1.0,313.099,808.138,1.0,307.602,947.364,1.0,203.936,188.46,1.0,202.127,1318.85,1.0
398,,,0.0,321.579,583.559,1.0,242.033,546.653,1.0,257.644,607.369,1.0,225.951,726.166,1.0,292.145,667.518,1.0,340.512,718.984,1.0,268.976,738.652,1.0,312.388,800.863,1.0,312.84,943.667,1.0,203.664,188.32,1.0,201.807,1318.265,1.0
399,,,0.0,322.795,568.144,1.0,240.779,543.394,1.0,260.061,598.945,1.0,229.654,718.326,1.0,302.797,674.404,1.0,341.587,710.903,1.0,270.346,722.054,1.0,311.873,792.643,1.0,314.002,943.371,1.0,203.737,187.71,1.0,201.633,1318.457,1.0
400,,,0.0,319.866,557.472,1.0,243.094,527.819,1.0,257.738,597.204,1.0,227.1,707.574,1.0,296.913,657.716,1.0,337.582,701.299,1.0,263.81,718.768,1.0,306.698,783.309,1.0,317.528,931.445,1.0,203.904,188.605,1.0,201.992,1318.584,1.0
401,,,0.0,314.464,547.151,1.0,237.344,522.222,1.0,259.306,582.838,1.0,219.51,703.038,1.0,294.482,656.184,1.0,334.811,696.594,1.0,262.225,708.18,1.0,306.632,775.632,1.0,315.321,929.336,1.0,203.884,188.601,1.0,201.294,1317.368,1.0
402,,,0.0,304.771,537.44,1.0,240.916,510.063,1.0,257.989,575.107,1.0,218.998,688.881,1.0,297.718,646.124,1.0,335.056,687.266,1.0,260.088,701.922,1.0,303.084,766.251,1.0,317.051,915.604,1.0,203.536,187.976,1.0,201.432,1318.562,1.0
403,284.363,460.636,1.0,300.761,525.678,1.0,235.024,507.322,1.0,253.269,569.202,1.0,216.02,688.058,1.0,291.942,640.225,1.0,337.122,683.101,1.0,262.324,693.279,1.0,303.19,759.161,1.0,313.087,913.011,1.0,203.531,188.065,1.0,201.572,1318.924,1.0
404,,,0.0,297.167,514.526,1.0,235.202,495.71,1.0,253.525,550.628,1.0,218.273,672.516,1.0,288.086,632.738,1.0,335.168,674.805,1.0,260.167,689.301,1.0,301.632,751.157,1.0,318.294,902.555,1.0,203.309,188.077,1.0,201.579,1318.801,1.0
405,,,0.0,306.894,500.182,1.0,231.244,477.503,1.0,252.705,536.768,1.0,221.405,660.131,1.0,289.69,620.709,1.0,335.212,669.275,1.0,263.133,678.534,1.0,303.153,744.444,1.0,322.355,894.714,1.0,204.211,187.713,1.0,201.353,1318.0,1.0
406,,,0.0,297.6,484.413,1.0,222.821,465.105,1.0,250.126,531.726,1.0,224.743,647.67,1.0,287.289,611.613,1.0,334.187,659.099,1.0,260.491,675.296,1.0,302.968,742.196,1.0,324.24,886.065,1.0,204.14,188.403,1.0,201.793,1318.058,1.0
407,267.331,410.106,1.0,293.745,475.249,1.0,222.707,460.989,1.0,248.522,517.717,1.0,232.672,642.354,1.0,288.929,604.763,1.0,330.553,650.915,1.0,260.005,660.63,1.0,301.82,725.294,1.0,325.302,879.738,1.0,204.02,188.14,1.0,201.963,1318.788,1.0
408,263.616,398.782,1.0,297.263,466.409,1.0,221.921,449.891,1.0,250.981,517.258,1.0,233.144,627.156,1.0,295.31,592.562,1.0,331.931,640.726,1.0,260.388,651.285,1.0,300.548,715.886,1.0,323.882,866.234,1.0,203.757,188.183,1.0,201.111,1318.34,1.0
409,265.276,388.35,1.0,300.791,458.75,1.0,223.592,440.845,1.0,253.88,504.089,1.0,228.749,624.554,1.0,301.951,593.651,1.0,335.066,634.597,1.0,266.596,640.735,1.0,301.358,714.757,1.0,317.925,862.101,1.0,203.661,188.157,1.0,200.261,1317.749,1.0
410,269.036,382.667,1.0,297.307,448.177,1.0,225.374,433.505,1.0,253.647,501.761,1.0,221.906,610.137,1.0,297.935,575.93,1.0,336.483,627.695,1.0,265.393,641.425,1.0,301.695,702.862,1.0,316.409,847.942,1.0,203.826,188.085,1.0,201.663,1317.961,1.0
411,268.568,371.662,1.0,295.556,433.616,1.0,227.857,423.094,1.0,255.217,485.378,1.0,220.097,605.949,1.0,290.36,573.27,1.0,336.163,623.55,1.0,265.914,627.061,1.0,301.128,695.215,1.0,311.546,844.229,1.0,204.204,188.532,1.0,202.043,1318.648,1.0
412,270.302,366.659,1.0,293.385,429.888,1.0,224.635,413.851,1.0,250.98,468.481,1.0,217.557,593.382,1.0,295.305,559.792,1.0,336.563,616.754,1.0,266.385,625.67,1.0,301.857,695.315,1.0,310.333,837.039,1.0,204.454,188.763,1.0,201.155,1322.185,1.0
413,267.725,351.308,1.0,293.88,423.895,1.0,222.96,400.225,1.0,246.863,468.523,1.0,217.471,595.029,1.0,296.787,547.73,1.0,336.617,608.058,1.0,263.542,612.255,1.0,299.303,681.267,1.0,307.473,832.257,1.0,204.135,188.207,1.0,201.858,1317.995,1.0
414,265.079,338.445,1.0,282.417,413.086,1.0,218.988,385.266,1.0,246.758,458.022,1.0,219.895,590.471,1.0,298.153,540.421,1.0,337.329,595.302,1.0,258.647,604.737,1.0,295.976,674.814,1.0,301.568,819.681,1.0,204.06,187.899,1.0,201.629,1318.317,1.0
415,269.356,334.477,0.9990000128746033,281.56,399.659,1.0,215.749,381.626,1.0,246.651,445.563,1.0,221.233,575.372,1.0,292.947,539.97,1.0,334.833,589.751,1.0,257.771,589.125,1.0,297.454,663.558,1.0,307.567,817.519,1.0,204.186,188.716,1.0,201.911,1318.652,1.0
416,263.768,319.203,1.0,291.72,387.945,1.0,217.116,366.207,1.0,246.193,438.699,1.0,223.006,565.494,1.0,293.69,530.518,1.0,332.53,577.475,1.0,255.534,579.783,1.0,295.052,649.55,1.0,303.004,800.467,1.0,203.959,188.549,1.0,201.849,1318.007,1.0
417,268.257,307.387,1.0,289.519,378.254,1.0,218.944,352.272,1.0,246.399,425.661,1.0,226.109,554.856,1.0,295.009,511.807,1.0,330.593,562.595,1.0,258.281,566.02,1.0,294.023,635.707,1.0,301.126,786.024,1.0,204.879,189.329,1.0,201.191,1317.954,1.0
418,266.552,298.869,1.0,293.716,364.714,1.0,215.663,345.23,1.0,248.735,404.458,1.0,232.22,544.761,1.0,298.375,495.087,1.0,331.197,548.453,1.0,254.46,551.196,1.0,291.683,619.407,1.0,301.967,771.083,1.0,204.374,188.139,1.0,201.831,1318.006,1.0
419,259.957,285.624,1.0,295.32,353.329,1.0,219.02,337.475,1.0,244.505,399.821,1.0,238.337,527.944,1.0,303.905,494.144,1.0,328.828,537.836,1.0,256.158,539.462,1.0,288.802,605.466,1.0,300.497,751.484,1.0,204.47,188.435,1.0,202.305,1318.77,1.0
420,262.963,273.743,1.0,294.976,347.944,1.0,215.789,332.261,1.0,247.667,391.231,1.0,234.652,529.314,1.0,304.994,480.075,1.0,331.88,523.84,1.0,263.796,531.117,1.0,290.365,594.716,1.0,300.939,737.17,1.0,204.065,188.088,1.0,201.607,1318.14,1.0
421,258.448,268.142,1.0,296.179,336.444,1.0,212.053,318.725,1.0,247.175,384.127,1.0,235.5,514.179,1.0,316.011,464.381,0.9940000176429749,342.777,510.186,1.0,266.758,522.222,1.0,297.29,587.383,1.0,300.737,725.887,1.0,204.805,188.859,1.0,201.737,1317.484,1.0
422,261.434,257.644,1.0,293.242,327.957,1.0,211.236,310.145,1.0,245.854,378.947,1.0,240.283,514.005,1.0,,,0.0,342.204,500.602,1.0,271.088,511.047,1.0,295.611,575.005,1.0,296.004,718.199,1.0,203.809,187.918,1.0,201.831,1318.324,1.0
423,256.21,251.685,1.0,292.832,318.717,1.0,210.945,303.461,1.0,246.275,366.402,1.0,239.79,505.152,1.0,305.526,430.864,1.0,343.876,484.675,1.0,272.313,500.902,1.0,294.803,565.19,1.0,293.028,707.39,1.0,203.969,188.084,1.0,201.395,1318.575,1.0
424,261.138,240.714,1.0,294.377,309.632,1.0,208.03,291.405,1.0,246.131,360.703,1.0,236.742,498.608,1.0,314.231,417.929,1.0,348.295,478.097,1.0,281.567,478.132,1.0,298.526,552.601,1.0,294.585,687.101,1.0,204.831,187.989,1.0,201.626,1318.445,1.0
425,259.407,234.002,1.0,281.981,302.134,1.0,211.27,283.363,1.0,244.968,352.437,1.0,236.546,492.842,1.0,310.064,406.993,1.0,352.262,462.493,1.0,279.913,477.335,1.0,302.337,540.341,1.0,298.676,677.581,1.0,205.162,187.661,1.0,201.626,1316.994,1.0
426,265.132,225.684,1.0,278.721,290.669,1.0,210.524,275.439,1.0,247.255,345.387,1.0,238.604,483.478,1.0,305.671,398.549,1.0,349.57,446.342,1.0,280.714,465.011,1.0,309.052,536.343,1.0,297.857,662.033,1.0,204.665,187.489,1.0,201.681,1318.415,1.0
427,262.935,225.208,1.0,277.683,302.629,1.0,211.13,270.88,1.0,242.338,345.99,1.0,234.42,484.372,1.0,294.772,386.348,1.0,346.565,430.032,1.0,280.051,446.368,1.0,314.089,515.797,1.0,295.183,657.306,1.0,203.817,186.861,1.0,201.869,1318.787,1.0
428,262.629,226.566,1.0,277.478,305.176,1.0,210.991,270.669,1.0,237.622,343.487,1.0,233.365,484.843,1.0,286.606,382.593,1.0,342.933,417.908,1.0,275.272,432.585,1.0,309.881,504.658,1.0,297.908,645.923,1.0,204.263,186.85,1.0,202.125,1317.974,1.0
429,266.73,233.91,1.0,280.013,307.01,1.0,208.232,273.677,1.0,235.294,342.534,1.0,228.64,489.06,1.0,285.418,383.864,1.0,338.427,413.485,1.0,273.424,432.449,1.0,312.492,502.101,1.0,295.601,642.833,1.0,204.677,187.549,1.0,200.344,1322.824,1.0
430,266.259,239.7,0.9990000128746033,279.69,310.184,1.0,206.362,274.837,1.0,226.834,349.628,1.0,296.367,642.844,1.0,280.688,368.706,1.0,336.105,406.617,1.0,272.001,426.771,1.0,309.571,499.527,1.0,228.796,489.805,1.0,204.462,187.282,1.0,201.705,1318.432,1.0
431,,,0.0,280.224,317.614,1.0,203.948,285.446,1.0,226.096,348.934,0.8619999885559082,306.764,637.33,1.0,279.36,365.221,1.0,335.121,400.344,1.0,271.354,415.359,1.0,312.487,494.228,1.0,232.561,494.166,1.0,204.333,187.743,1.0,201.289,1318.803,1.0
432,,,0.0,271.93,332.498,1.0,208.492,287.563,1.0,227.545,353.859,0.902999997138977,308.908,635.791,1.0,281.722,366.87,1.0,333.983,398.869,1.0,266.733,418.579,1.0,309.665,486.925,1.0,231.908,496.34,1.0,204.402,187.638,1.0,201.227,1318.461,1.0
433,,,0.0,274.824,340.439,1.0,208.952,294.224,1.0,229.354,371.349,0.5789999961853027,313.286,637.731,1.0,282.435,371.569,1.0,336.401,398.874,1.0,268.11,416.397,0.9599999785423279,308.788,485.019,1.0,237.05,506.534,1.0,204.484,188.491,1.0,201.869,1318.211,1.0
434,,,0.0,266.356,350.829,1.0,210.403,303.032,1.0,227.904,378.24,0.9779999852180481,313.572,635.898,1.0,281.549,383.654,0.5230000019073486,337.175,399.099,1.0,268.718,415.907,1.0,311.737,475.755,1.0,240.04,507.542,1.0,203.847,188.049,1.0,201.72,1317.754,1.0
435,,,0.0,264.633,355.373,1.0,210.996,302.167,1.0,229.047,380.566,0.781000018119812,315.775,637.808,1.0,,,0.0,339.005,395.729,1.0,267.038,418.281,0.9729999899864197,311.357,489.158,1.0,238.62,518.313,1.0,204.053,187.893,1.0,201.783,1318.152,1.0
436,,,0.0,250.418,366.266,1.0,207.899,309.256,1.0,235.603,428.096,0.5820000171661377,236.129,524.495,1.0,,,0.0,338.472,396.689,1.0,,,0.0,312.035,491.396,1.0,314.886,639.349,1.0,204.478,188.307,1.0,201.658,1318.052,1.0
437,,,0.0,248.239,368.785,1.0,204.2,320.314,1.0,241.25,443.044,0.6620000004768372,314.234,639.862,1.0,,,0.0,335.639,399.748,1.0,268.662,418.16,0.48399999737739563,312.09,487.101,1.0,232.702,529.275,1.0,204.89,188.306,1.0,201.236,1318.057,1.0
438,,,0.0,246.712,373.584,1.0,198.455,335.029,1.0,228.19,412.192,0.9369999766349792,314.456,642.246,1.0,,,0.0,337.073,401.534,1.0,268.93,431.261,0.3009999990463257,311.464,490.354,1.0,235.572,539.704,1.0,204.662,188.539,1.0,201.813,1317.853,1.0
439,284.264,367.736,0.9980000257492065,246.948,383.003,1.0,200.105,350.44,1.0,311.638,490.76,1.0,312.591,641.972,1.0,,,0.0,334.266,403.168,1.0,269.004,430.628,0.6639999747276306,260.658,470.685,0.9020000100135803,242.747,546.366,1.0,204.322,188.251,1.0,201.508,1318.428,1.0
440,278.841,366.939,1.0,333.76,405.217,1.0,206.658,355.034,0.6830000281333923,226.354,458.438,0.9789999723434448,247.068,558.196,1.0,,,,,,,,,,,,,,,,203.997,188.154,1.0,201.333,1318.375,1.0
441,,,,,,,,,,,,,,,,,,0.0,334.048,408.563,1.0,269.293,433.185,0.125,261.065,487.289,0.9959999918937683,239.266,565.297,1.0,204.254,188.238,1.0,201.629,1317.657,1.0
442,,,0.0,275.663,431.456,1.0,202.969,381.171,1.0,310.171,501.189,1.0,312.972,642.994,1.0,,,,,,,,,,,,,,,,204.052,188.259,1.0,201.914,1318.813,1.0
443,,,0.0,278.405,436.947,1.0,204.892,400.647,1.0,259.91,503.226,0.9940000176429749,307.826,646.595,1.0,288.717,383.08,1.0,338.78,412.429,1.0,,,0.0,315.06,508.19,1.0,,,0.0,204.146,188.21,1.0,201.811,1318.853,1.0
444,,,0.0,263.159,450.758,0.996999979019165,201.019,415.381,1.0,226.759,477.604,0.9990000128746033,297.642,656.365,1.0,,,,,,,,,,,,,,,,203.813,188.215,1.0,201.905,1318.245,1.0
445,,,0.0,261.874,465.218,0.9980000257492065,195.541,440.751,0.996999979019165,227.682,500.478,0.9879999756813049,294.257,682.676,1.0,311.757,414.733,1.0,357.782,465.689,1.0,290.878,474.653,0.9629999995231628,327.105,541.927,1.0,234.176,622.962,1.0,204.105,188.196,1.0,202.055,1317.261,1.0
446,,,0.0,250.98,481.766,1.0,188.453,450.752,0.2029999941587448,,,0.0,291.824,703.51,1.0,331.367,445.992,1.0,372.678,501.726,1.0,301.535,492.871,1.0,328.868,568.435,1.0,244.586,642.61,1.0,203.828,187.749,1.0,201.517,1318.306,1.0
447,,,0.0,244.707,499.448,1.0,180.142,467.369,1.0,,,0.0,278.918,714.577,1.0,369.322,491.639,1.0,377.355,545.586,1.0,317.826,511.62,1.0,329.785,600.906,1.0,232.688,657.056,1.0,203.641,188.22,1.0,201.656,1318.245,1.0
448,,,0.0,246.71,511.631,1.0,189.507,479.807,0.9769999980926514,210.255,539.196,0.6150000095367432,269.374,722.582,1.0,403.22,536.434,1.0,389.679,585.428,1.0,337.474,535.507,1.0,328.827,600.706,1.0,227.679,661.91,1.0,204.19,188.648,1.0,201.897,1318.003,1.0
449,,,0.0,259.898,530.806,1.0,189.088,495.714,0.9990000128746033,224.603,561.515,1.0,263.264,728.139,1.0,419.102,582.401,1.0,379.487,624.444,1.0,,,0.0,325.588,615.637,1.0,226.734,676.618,1.0,204.103,188.557,1.0,200.615,1318.222,1.0
450,,,0.0,260.515,549.262,1.0,195.307,507.814,1.0,220.356,580.617,0.9430000185966492,,,0.0,429.346,626.039,1.0,372.944,652.239,1.0,366.576,581.635,1.0,329.467,634.862,1.0,251.093,734.441,1.0,204.343,188.462,1.0,201.881,1318.269,1.0
451,,,0.0,259.209,560.157,1.0,204.204,511.186,1.0,220.253,580.813,0.9950000047683716,253.302,738.978,1.0,440.363,674.445,1.0,375.532,696.084,1.0,384.065,623.021,1.0,339.441,655.037,1.0,236.331,686.36,1.0,203.963,188.571,1.0,201.672,1318.737,1.0
452,,,0.0,260.942,562.384,1.0,214.812,507.447,1.0,220.997,580.17,1.0,250.258,746.077,1.0,462.51,732.772,1.0,385.551,732.906,1.0,412.818,666.413,1.0,357.554,679.094,1.0,228.494,693.013,1.0,203.855,188.248,1.0,201.234,1318.141,1.0
453,307.85,524.326,1.0,269.915,563.673,1.0,223.548,507.402,1.0,227.369,573.172,1.0,228.064,692.246,1.0,485.381,769.338,1.0,408.737,768.475,1.0,445.262,702.437,1.0,368.091,713.397,1.0,298.276,657.827,1.0,204.246,188.142,1.0,201.311,1318.504,1.0
454,317.253,531.685,1.0,270.664,564.211,1.0,230.42,503.198,1.0,230.094,578.027,1.0,224.857,689.386,1.0,510.246,800.822,1.0,434.318,798.705,1.0,461.427,737.576,1.0,389.669,735.937,1.0,262.878,735.053,1.0,203.832,188.199,1.0,201.861,1318.158,1.0
455,321.462,546.813,1.0,269.468,564.716,1.0,238.725,498.767,1.0,231.879,573.047,1.0,223.765,691.022,1.0,529.072,829.342,1.0,457.968,829.315,1.0,483.99,764.346,1.0,418.396,765.197,1.0,282.397,737.006,1.0,203.76,188.185,1.0,201.3,1318.366,1.0
456,322.343,553.622,1.0,264.543,571.888,1.0,244.677,500.639,1.0,229.033,580.663,1.0,221.253,691.081,1.0,557.846,859.859,1.0,481.244,856.11,1.0,512.991,792.259,1.0,441.636,790.871,1.0,308.646,749.367,1.0,203.726,187.836,1.0,201.745,1318.793,1.0
457,332.002,562.941,1.0,268.159,578.923,1.0,254.527,501.99,1.0,232.317,556.676,0.9980000257492065,218.84,690.482,1.0,573.052,882.755,1.0,499.855,880.252,1.0,532.824,819.5,1.0,466.233,814.298,1.0,330.94,770.076,1.0,204.16,188.456,1.0,201.05,1318.487,1.0
