scorer,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000
individuals,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,single,single,single,single,single,single
bodyparts,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,centroid,centroid,centroid,tailbase,tailbase,tailbase,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,centroid,centroid,centroid,tailbase,tailbase,tailbase,TopLeftCornerOfBox,TopLeftCornerOfBox,TopLeftCornerOfBox,BottomLeftCornerOfBox,BottomLeftCornerOfBox,BottomLeftCornerOfBox
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
203,,,0.0,301.536,894.308,1.0,224.321,861.763,1.0,241.578,910.198,1.0,226.48,989.163,1.0,1235.171,896.748,1.0,1286.284,933.213,1.0,1216.064,946.207,1.0,1261.132,981.431,1.0,1260.912,1072.813,1.0,204.327,188.825,1.0,201.77,1319.308,1.0
204,,,0.0,299.596,895.953,1.0,223.775,862.342,1.0,240.361,910.1,1.0,226.957,989.448,1.0,1228.768,898.956,1.0,1287.45,941.063,1.0,1214.247,960.41,1.0,1261.118,983.471,1.0,1261.071,1072.73,1.0,204.15,187.862,1.0,201.904,1318.514,1.0
205,,,0.0,297.096,896.412,1.0,224.095,862.817,1.0,239.665,911.012,1.0,226.025,991.199,1.0,1228.815,898.495,1.0,1286.191,943.649,1.0,1213.984,961.643,1.0,1261.171,985.709,1.0,1261.335,1071.818,1.0,203.9,188.531,1.0,200.534,1318.225,1.0
206,,,0.0,301.458,896.481,1.0,224.16,861.765,1.0,244.473,900.917,1.0,226.149,988.934,1.0,1229.398,896.744,1.0,1283.865,940.644,1.0,1210.72,963.103,1.0,1256.902,999.688,1.0,1267.757,1069.226,1.0,203.398,187.856,1.0,200.958,1318.392,1.0
207,,,0.0,299.967,894.25,1.0,224.686,862.699,1.0,241.316,910.128,1.0,226.543,989.448,1.0,1228.383,899.319,1.0,1289.196,944.083,1.0,1211.094,958.996,1.0,1256.47,998.441,1.0,1267.33,1070.263,1.0,203.828,188.194,1.0,202.014,1317.894,1.0
208,,,0.0,303.566,895.333,1.0,223.689,862.39,1.0,248.314,902.141,1.0,226.129,988.43,1.0,1228.863,900.771,1.0,1283.52,941.2,1.0,1209.921,956.95,1.0,1255.797,1000.912,1.0,1267.922,1069.15,1.0,203.996,188.054,1.0,200.995,1318.28,1.0
209,,,0.0,303.375,895.579,1.0,223.48,861.762,1.0,248.468,902.813,1.0,225.616,988.933,1.0,1227.331,899.214,1.0,1283.223,941.04,1.0,1210.348,958.126,1.0,1257.766,999.548,1.0,1268.214,1069.482,1.0,204.383,188.534,1.0,201.205,1318.535,1.0
210,,,0.0,303.676,894.93,1.0,224.789,860.797,1.0,243.187,906.066,1.0,225.835,987.757,1.0,1221.608,903.366,1.0,1282.521,940.889,1.0,1209.999,960.14,1.0,1256.298,998.284,1.0,1268.409,1069.054,1.0,204.195,188.607,1.0,201.45,1318.349,1.0
211,,,0.0,301.997,895.845,1.0,223.071,862.803,1.0,244.574,902.509,1.0,225.54,987.351,1.0,1211.454,899.695,1.0,1272.588,931.096,1.0,1205.985,967.386,1.0,1257.332,997.889,1.0,1268.756,1069.975,1.0,203.985,188.341,1.0,201.786,1318.895,1.0
212,,,0.0,301.166,897.148,1.0,225.986,864.888,1.0,246.245,904.208,1.0,225.707,987.584,1.0,1196.031,910.261,1.0,1266.898,930.67,1.0,1201.844,974.564,1.0,1256.507,994.892,1.0,1268.752,1069.032,1.0,204.371,188.422,1.0,201.365,1318.794,1.0
213,,,0.0,301.926,897.277,1.0,221.222,864.913,1.0,247.444,904.018,1.0,225.601,988.353,1.0,1177.631,917.576,1.0,1250.068,924.421,1.0,1201.353,975.183,1.0,1254.604,990.058,1.0,1266.512,1064.34,1.0,204.148,188.511,1.0,201.866,1318.584,1.0
214,,,0.0,301.674,893.501,1.0,224.501,861.544,1.0,241.754,909.476,1.0,226.576,990.74,1.0,1164.938,924.34,1.0,1226.547,923.441,1.0,1193.837,976.08,1.0,1253.054,971.76,1.0,1266.538,1060.761,1.0,203.381,188.034,1.0,201.478,1317.804,1.0
215,,,0.0,302.731,893.66,1.0,221.769,859.784,1.0,242.043,910.362,1.0,226.337,988.961,1.0,1147.983,923.673,1.0,1211.305,914.915,1.0,1178.545,971.973,1.0,1244.149,967.46,1.0,1271.83,1059.028,1.0,203.428,188.264,1.0,201.605,1318.908,1.0
216,,,0.0,301.209,896.384,1.0,226.422,860.738,1.0,244.962,901.638,1.0,226.118,987.644,1.0,1125.43,917.622,1.0,1195.266,909.079,1.0,1166.703,977.903,1.0,1235.316,972.302,1.0,1274.23,1056.709,1.0,204.108,187.789,1.0,201.064,1318.174,1.0
217,,,0.0,300.231,896.835,1.0,222.485,864.232,1.0,247.475,903.688,1.0,225.474,987.597,1.0,1107.765,912.679,1.0,1180.2,898.865,1.0,1156.984,969.524,1.0,1225.172,968.326,1.0,1281.263,1043.468,1.0,203.681,188.214,1.0,200.811,1319.07,1.0
218,,,0.0,300.672,897.031,1.0,223.923,863.519,1.0,247.66,903.611,1.0,225.318,987.522,1.0,1093.323,910.277,1.0,1169.351,896.944,1.0,1144.909,963.187,1.0,1215.497,960.692,1.0,1282.144,1037.009,1.0,203.434,188.853,1.0,202.111,1318.87,1.0
219,,,0.0,300.593,896.844,1.0,226.058,860.853,1.0,245.311,902.073,1.0,225.951,987.373,1.0,1078.455,909.671,1.0,1155.975,896.948,1.0,1130.222,959.156,1.0,1203.555,959.553,1.0,1282.165,1023.296,1.0,203.625,188.199,1.0,201.856,1318.823,1.0
220,,,0.0,302.458,897.383,1.0,228.903,859.836,1.0,247.471,900.452,1.0,226.203,987.887,1.0,1069.298,912.077,1.0,1141.786,897.667,1.0,1117.622,971.416,1.0,1194.379,949.756,1.0,1281.216,1012.081,1.0,203.829,189.048,1.0,202.003,1318.288,1.0
221,,,0.0,302.618,896.642,1.0,224.508,864.839,1.0,243.199,909.747,1.0,226.395,990.708,1.0,1055.099,913.344,1.0,1127.304,897.146,1.0,1106.043,967.931,1.0,1172.729,941.809,1.0,1278.194,997.741,1.0,204.105,188.97,1.0,201.953,1318.091,1.0
222,,,0.0,301.408,896.028,1.0,227.798,861.23,1.0,244.945,901.168,1.0,226.042,989.748,1.0,1048.356,918.293,1.0,1117.995,893.386,1.0,1104.13,971.914,1.0,1171.303,940.491,1.0,1268.713,982.469,1.0,203.631,188.52,1.0,201.449,1317.718,1.0
223,,,0.0,302.303,897.037,1.0,222.515,860.462,1.0,242.167,911.409,1.0,226.292,989.782,1.0,1038.309,927.504,1.0,1103.498,888.945,1.0,1106.064,962.886,1.0,1157.655,926.306,1.0,1260.977,966.555,1.0,203.483,188.263,1.0,201.641,1318.98,1.0
224,,,0.0,303.408,897.461,1.0,229.333,859.561,1.0,246.179,900.647,1.0,226.945,988.943,1.0,1037.025,939.957,1.0,1092.363,890.97,1.0,1102.452,968.66,1.0,1147.812,933.268,1.0,1248.659,960.671,1.0,203.367,187.838,1.0,201.257,1318.543,1.0
225,,,0.0,302.924,896.211,1.0,227.221,864.754,1.0,245.461,907.897,1.0,226.611,990.071,1.0,1032.446,943.375,1.0,1088.068,892.067,1.0,1105.721,973.621,1.0,1137.203,922.671,1.0,1241.591,961.134,1.0,203.894,188.022,1.0,201.13,1318.832,1.0
226,,,0.0,303.974,896.182,1.0,226.408,863.175,1.0,244.373,908.618,1.0,226.969,989.147,1.0,1024.141,948.524,1.0,1076.581,896.612,1.0,1096.624,978.68,1.0,1133.583,924.156,1.0,1234.243,962.478,1.0,203.672,188.288,1.0,201.679,1318.093,1.0
227,,,0.0,304.308,896.482,1.0,228.777,865.682,1.0,246.478,906.393,1.0,226.898,989.843,1.0,1018.733,957.721,1.0,1074.329,903.462,1.0,1086.809,977.967,1.0,1129.23,936.92,1.0,1225.486,971.626,1.0,204.196,188.846,1.0,201.285,1318.485,1.0
228,,,0.0,303.492,897.303,1.0,229.368,866.181,1.0,247.339,900.736,1.0,225.993,987.639,1.0,1008.236,963.229,1.0,1067.784,903.443,1.0,1088.285,989.968,1.0,1126.075,939.982,1.0,1224.724,972.41,1.0,204.191,188.183,1.0,201.232,1318.581,1.0
229,,,0.0,303.15,897.492,1.0,228.694,866.674,1.0,245.507,906.133,1.0,225.838,987.149,1.0,1003.592,963.565,1.0,1061.837,910.589,1.0,1078.465,992.651,1.0,1120.793,943.727,1.0,1220.127,965.761,1.0,204.644,188.405,1.0,201.58,1318.164,1.0
230,,,0.0,302.653,897.047,1.0,228.922,865.22,1.0,246.138,905.592,1.0,225.44,987.796,1.0,997.023,969.086,1.0,1057.943,912.678,1.0,1071.68,994.005,1.0,1119.749,945.065,1.0,1219.359,959.185,1.0,204.054,188.983,1.0,201.769,1317.858,1.0
231,,,0.0,303.324,896.017,1.0,229.157,864.525,1.0,248.199,905.104,1.0,226.099,986.866,1.0,994.68,970.294,1.0,1055.893,915.406,1.0,1074.346,988.844,1.0,1113.295,951.443,1.0,1214.252,945.139,1.0,204.059,188.388,1.0,201.699,1318.814,1.0
232,,,0.0,303.154,895.329,1.0,229.531,863.479,1.0,248.445,905.129,1.0,226.33,987.41,1.0,992.752,975.831,1.0,1051.413,919.072,1.0,1074.167,993.02,1.0,1107.51,948.976,1.0,1206.789,937.918,1.0,203.943,188.212,1.0,201.411,1318.573,1.0
233,,,0.0,303.858,893.856,1.0,226.247,862.718,1.0,244.387,909.028,1.0,226.979,989.867,1.0,991.034,975.472,1.0,1047.001,917.916,1.0,1075.328,989.896,1.0,1098.43,937.042,1.0,1200.128,927.291,1.0,203.965,188.299,1.0,201.434,1318.361,1.0
234,,,0.0,300.006,895.159,1.0,223.983,862.37,1.0,242.13,910.185,1.0,227.122,988.734,1.0,990.074,975.146,1.0,1046.131,918.447,1.0,1067.919,989.371,1.0,1092.746,937.72,1.0,1191.669,929.222,1.0,203.691,188.511,1.0,201.492,1318.807,1.0
235,,,0.0,295.972,896.352,1.0,221.635,861.852,1.0,243.993,902.866,1.0,226.415,988.438,1.0,988.448,977.83,1.0,1044.347,923.061,1.0,1073.927,992.261,1.0,1090.965,947.419,1.0,1184.34,933.193,1.0,203.834,189.276,1.0,201.737,1318.193,1.0
236,,,0.0,295.067,897.105,1.0,221.139,865.081,1.0,241.404,904.705,1.0,225.984,988.127,1.0,984.942,984.535,1.0,1042.016,927.094,1.0,1064.684,1006.807,1.0,1090.76,955.917,1.0,1178.015,945.556,1.0,203.985,189.011,1.0,201.434,1317.917,1.0
237,,,0.0,293.564,897.2,1.0,220.696,864.785,1.0,238.989,907.56,1.0,225.893,987.403,1.0,979.521,989.647,1.0,1031.929,931.095,1.0,1065.97,1011.131,1.0,1086.111,954.087,1.0,1182.123,943.67,1.0,204.076,188.804,1.0,201.818,1318.631,1.0
238,,,0.0,296.162,892.433,1.0,221.42,862.651,1.0,241.661,904.164,1.0,225.848,986.783,1.0,982.13,1001.766,1.0,1029.42,935.965,1.0,1061.341,1007.824,1.0,1088.651,959.648,1.0,1182.143,944.415,1.0,204.078,188.821,1.0,202.101,1318.273,1.0
239,,,0.0,290.074,891.334,1.0,219.683,864.793,1.0,235.874,905.659,1.0,226.898,987.441,1.0,978.071,999.516,1.0,1028.198,938.691,1.0,1058.629,1008.652,1.0,1082.439,950.473,0.9909999966621399,1180.729,945.361,1.0,203.846,188.209,1.0,201.398,1318.803,1.0
240,,,0.0,290.471,887.885,1.0,221.599,860.684,1.0,239.823,901.541,1.0,225.694,987.778,1.0,975.969,1001.324,1.0,1024.029,937.633,1.0,1052.792,1012.855,1.0,1084.322,962.79,1.0,1179.437,945.728,1.0,204.151,187.941,1.0,201.489,1318.667,1.0
241,,,0.0,296.63,888.324,1.0,221.226,860.908,1.0,240.183,900.542,1.0,225.546,987.21,1.0,974.262,993.108,1.0,1022.923,935.224,1.0,1050.893,1005.638,1.0,1084.25,955.975,1.0,1179.705,943.111,1.0,203.726,188.287,1.0,201.042,1318.718,1.0
242,,,0.0,293.872,885.662,1.0,220.503,860.901,1.0,240.398,899.94,1.0,225.735,988.164,1.0,972.211,979.31,1.0,1014.524,935.018,1.0,1038.992,1010.755,1.0,1083.498,953.44,1.0,1178.091,943.605,1.0,204.275,188.704,1.0,201.276,1318.341,1.0
243,,,0.0,289.953,887.427,1.0,219.519,862.062,1.0,239.682,903.701,1.0,225.972,986.582,1.0,960.445,976.062,1.0,1004.514,930.774,1.0,1024.348,1009.784,1.0,1079.322,950.771,1.0,1180.038,941.882,1.0,204.281,188.469,1.0,201.497,1319.015,1.0
244,,,0.0,288.343,892.206,1.0,218.255,864.504,1.0,236.109,902.732,1.0,225.785,986.409,1.0,944.98,972.099,1.0,991.813,928.908,1.0,1008.325,1005.969,1.0,1069.927,948.051,1.0,1174.049,945.162,1.0,204.445,188.783,1.0,201.506,1318.659,1.0
245,,,0.0,288.98,895.024,1.0,217.861,866.201,1.0,240.257,901.752,1.0,225.863,986.852,1.0,915.113,970.101,1.0,968.341,930.069,1.0,982.159,1001.54,1.0,1051.755,948.215,1.0,1164.649,945.824,1.0,204.08,188.492,1.0,201.814,1318.627,1.0
246,,,0.0,290.755,896.281,1.0,218.726,860.794,1.0,240.895,902.303,1.0,225.968,986.944,1.0,895.542,972.672,1.0,944.152,930.441,1.0,956.669,1007.138,1.0,1029.278,953.983,1.0,1145.883,947.326,1.0,203.675,188.698,1.0,201.492,1318.905,1.0
247,,,0.0,291.649,894.692,1.0,220.648,866.253,1.0,243.468,904.778,1.0,226.557,987.607,1.0,866.219,972.25,1.0,914.83,931.265,1.0,930.059,1003.314,1.0,1009.382,955.14,1.0,1123.434,944.125,1.0,203.437,188.28,1.0,202.114,1318.687,1.0
248,,,0.0,294.496,892.334,1.0,221.768,864.708,1.0,245.021,903.052,1.0,225.929,987.249,1.0,846.927,972.556,1.0,898.232,928.746,1.0,910.725,1005.961,1.0,986.913,951.264,1.0,1100.845,941.734,1.0,204.218,188.47,1.0,201.379,1318.836,1.0
249,,,0.0,291.521,893.858,1.0,219.596,865.838,1.0,242.983,903.48,1.0,226.538,987.324,1.0,831.245,974.328,1.0,874.85,928.777,1.0,889.737,1005.942,1.0,962.279,953.558,1.0,1071.484,933.586,1.0,204.147,188.743,1.0,201.421,1318.611,1.0
250,,,0.0,288.068,895.128,1.0,216.913,861.002,1.0,237.739,901.781,1.0,226.434,988.173,1.0,810.084,983.022,1.0,854.434,933.141,1.0,878.843,1007.495,1.0,942.043,949.201,1.0,1056.108,934.801,1.0,203.788,187.956,1.0,202.271,1317.947,1.0
251,,,0.0,288.653,894.463,1.0,218.443,866.199,1.0,240.59,905.36,1.0,226.323,987.156,1.0,796.824,990.034,1.0,838.229,936.145,1.0,861.052,1007.163,1.0,921.95,951.626,1.0,1036.342,944.096,1.0,203.583,188.222,1.0,201.727,1318.743,1.0
252,,,0.0,290.244,891.102,1.0,219.783,864.033,1.0,240.098,904.726,1.0,226.195,988.296,1.0,782.697,996.309,1.0,822.911,934.695,1.0,854.691,1012.151,1.0,902.497,957.817,1.0,1021.011,942.673,1.0,203.573,187.586,1.0,201.483,1319.027,1.0
253,,,0.0,294.228,889.782,1.0,221.819,863.455,1.0,240.89,901.258,1.0,225.997,987.529,1.0,775.902,1011.544,1.0,812.454,942.28,1.0,853.277,1012.412,1.0,880.818,965.359,1.0,1005.259,941.874,1.0,204.335,188.912,1.0,201.286,1317.652,1.0
254,,,0.0,293.266,893.191,1.0,220.972,860.933,1.0,242.538,904.683,1.0,226.082,986.986,1.0,767.438,1022.664,1.0,804.063,951.641,1.0,846.45,1020.969,1.0,866.861,972.181,1.0,991.136,943.375,1.0,203.836,188.098,1.0,201.904,1318.758,1.0
255,,,0.0,293.33,896.559,1.0,219.661,862.541,1.0,240.828,902.998,1.0,226.183,987.378,1.0,768.696,1036.683,1.0,800.686,961.204,1.0,851.612,1023.065,1.0,871.546,973.799,1.0,972.061,940.312,1.0,203.442,188.172,1.0,201.595,1318.674,1.0
256,,,0.0,292.673,894.613,1.0,219.147,860.989,1.0,240.006,902.631,1.0,226.409,987.553,1.0,766.292,1050.383,1.0,797.246,966.999,1.0,845.874,1031.366,1.0,864.507,980.459,1.0,955.917,928.173,1.0,203.549,188.364,1.0,201.834,1317.955,1.0
257,,,0.0,293.576,891.039,1.0,220.959,864.766,1.0,242.109,903.42,1.0,226.134,987.383,1.0,767.365,1055.199,1.0,793.797,974.334,1.0,847.564,1043.958,1.0,859.482,984.284,1.0,946.492,918.499,1.0,203.834,188.648,1.0,201.403,1317.841,1.0
258,,,0.0,297.388,888.955,1.0,222.942,862.427,1.0,243.373,900.438,1.0,225.986,986.828,1.0,765.189,1056.882,1.0,788.558,978.599,1.0,847.701,1043.751,1.0,855.888,984.902,1.0,944.16,916.307,1.0,203.327,188.058,1.0,202.118,1317.978,1.0
259,,,0.0,295.396,890.655,1.0,221.454,864.338,1.0,243.347,901.995,1.0,226.118,986.637,1.0,763.096,1059.956,1.0,784.582,983.972,1.0,845.351,1043.276,1.0,858.741,985.218,1.0,941.435,925.701,1.0,203.606,188.455,1.0,201.565,1319.043,1.0
260,,,0.0,292.072,893.507,1.0,219.055,860.014,1.0,240.066,904.318,1.0,225.714,987.269,1.0,765.717,1067.988,1.0,783.378,988.122,1.0,845.89,1041.532,1.0,853.652,980.084,1.0,940.841,928.283,1.0,203.894,188.241,1.0,201.346,1318.866,1.0
261,,,0.0,289.755,892.434,1.0,216.701,860.07,1.0,234.072,904.682,1.0,227.439,987.986,1.0,766.899,1069.496,1.0,787.33,992.583,1.0,842.946,1054.253,1.0,856.322,984.772,1.0,943.665,929.37,1.0,203.855,189.187,1.0,201.802,1322.793,1.0
262,,,0.0,293.703,890.946,1.0,219.952,864.386,1.0,244.289,901.017,1.0,226.426,987.968,1.0,767.083,1068.142,1.0,788.983,991.577,1.0,848.225,1054.088,1.0,859.615,983.106,1.0,945.515,929.543,1.0,203.462,188.237,1.0,201.538,1318.475,1.0
263,,,0.0,297.2,888.991,1.0,222.624,857.774,1.0,247.261,899.838,1.0,226.17,986.866,1.0,770.669,1063.585,1.0,790.29,987.728,1.0,845.609,1045.893,1.0,860.315,983.498,1.0,945.134,930.294,1.0,204.014,188.338,1.0,202.112,1318.291,1.0
264,,,0.0,299.521,890.808,1.0,224.315,860.897,1.0,248.066,901.234,1.0,225.822,986.797,1.0,782.837,1068.812,1.0,791.442,982.174,1.0,854.691,1037.179,1.0,861.078,982.942,1.0,945.101,931.438,1.0,203.692,188.402,1.0,201.846,1318.229,1.0
265,,,0.0,293.309,892.847,1.0,221.397,865.989,1.0,245.266,903.569,1.0,225.975,987.627,1.0,794.346,1072.964,1.0,790.657,987.571,1.0,863.376,1039.666,1.0,858.234,983.38,1.0,943.621,933.527,1.0,203.434,188.604,1.0,200.138,1322.28,1.0
266,,,0.0,292.997,896.223,1.0,219.247,861.761,1.0,242.961,905.904,1.0,225.724,987.445,1.0,798.724,1088.375,1.0,789.095,998.754,1.0,864.006,1034.973,1.0,853.417,997.889,1.0,935.573,935.938,1.0,203.804,188.567,1.0,201.333,1318.198,1.0
267,,,0.0,290.883,894.458,1.0,217.975,866.29,1.0,235.524,905.939,1.0,227.497,987.532,1.0,802.654,1096.342,1.0,791.441,1012.211,1.0,868.357,1041.287,1.0,852.11,987.208,1.0,933.927,936.63,1.0,203.472,188.346,1.0,201.004,1318.312,1.0
268,,,0.0,292.694,895.642,1.0,219.382,861.121,1.0,241.575,902.002,1.0,226.438,988.154,1.0,813.614,1109.597,1.0,797.071,1023.258,1.0,875.982,1056.386,1.0,862.909,998.775,1.0,927.565,933.022,1.0,203.4,188.089,1.0,201.415,1318.649,1.0
269,,,0.0,297.569,892.313,1.0,220.49,862.572,1.0,240.917,904.029,1.0,226.224,987.937,1.0,820.304,1119.641,1.0,797.061,1035.078,1.0,879.537,1055.29,1.0,863.157,1015.108,1.0,925.742,932.042,1.0,203.697,188.742,1.0,201.894,1318.397,1.0
270,,,0.0,294.998,894.172,1.0,220.355,863.498,1.0,240.859,904.861,1.0,226.197,987.831,1.0,819.686,1132.739,1.0,799.189,1046.802,1.0,878.727,1071.866,1.0,860.331,1011.188,1.0,921.557,932.129,1.0,203.405,188.461,1.0,201.935,1318.387,1.0
271,,,0.0,296.223,893.998,1.0,220.782,864.99,1.0,242.041,904.418,1.0,226.431,986.842,1.0,822.671,1138.484,1.0,798.323,1055.52,1.0,881.241,1069.901,1.0,857.586,1019.532,1.0,915.46,926.936,1.0,204.064,188.834,1.0,201.529,1318.75,1.0
272,,,0.0,294.462,895.697,1.0,221.593,862.881,1.0,242.738,903.085,1.0,226.294,985.882,1.0,820.597,1152.655,1.0,800.941,1064.436,1.0,879.076,1087.44,1.0,855.411,1014.231,1.0,905.72,930.449,1.0,204.111,188.52,1.0,201.336,1318.587,1.0
273,,,0.0,295.516,895.184,1.0,222.911,861.669,1.0,242.348,903.63,1.0,225.615,988.225,1.0,830.199,1163.683,1.0,800.237,1076.715,1.0,883.392,1090.358,1.0,854.563,1034.2,1.0,906.666,928.457,1.0,204.197,188.828,1.0,201.735,1317.618,1.0
274,,,0.0,295.606,895.162,1.0,222.72,862.376,1.0,243.269,903.49,1.0,226.029,986.753,1.0,829.476,1169.306,1.0,806.601,1090.605,1.0,876.521,1106.979,1.0,858.891,1025.318,1.0,906.374,926.599,1.0,203.737,188.069,1.0,201.695,1317.976,1.0
275,,,0.0,296.19,893.89,1.0,223.555,862.264,1.0,244.705,902.426,1.0,226.154,986.844,1.0,833.471,1175.169,1.0,806.09,1102.601,1.0,882.732,1115.334,1.0,861.464,1029.439,1.0,904.898,932.036,1.0,203.643,188.447,1.0,201.238,1318.234,1.0
276,,,0.0,298.594,891.955,1.0,223.273,861.921,1.0,246.758,902.334,1.0,225.901,987.151,1.0,832.158,1178.003,1.0,806.655,1112.226,1.0,880.177,1127.383,1.0,859.195,1047.832,1.0,900.531,934.647,1.0,203.767,188.13,1.0,201.079,1318.871,1.0
277,,,0.0,300.657,891.638,1.0,223.935,861.86,1.0,249.613,900.786,1.0,225.846,987.945,1.0,828.889,1180.823,1.0,802.685,1116.665,1.0,877.194,1133.994,1.0,861.815,1041.474,1.0,899.484,941.621,1.0,204.287,188.454,1.0,201.681,1318.312,1.0
278,,,0.0,299.007,892.978,1.0,223.905,862.803,1.0,249.84,901.351,1.0,225.677,988.07,1.0,817.077,1184.042,1.0,799.751,1123.139,1.0,867.518,1154.733,1.0,856.916,1061.662,1.0,896.0,945.45,1.0,203.839,188.146,1.0,201.249,1318.055,1.0
279,,,0.0,299.937,892.824,1.0,224.51,863.013,1.0,249.352,901.58,1.0,225.787,987.556,1.0,813.13,1190.778,1.0,789.857,1137.759,1.0,863.749,1171.242,1.0,858.361,1060.481,1.0,897.862,958.766,1.0,203.898,188.363,1.0,201.384,1318.643,1.0
280,,,0.0,303.244,891.299,1.0,225.195,860.637,1.0,241.388,901.61,1.0,226.068,987.833,1.0,803.795,1197.866,1.0,785.654,1146.137,1.0,850.118,1181.868,1.0,853.924,1082.434,1.0,897.489,973.073,1.0,203.642,188.474,1.0,201.672,1317.727,1.0
281,,,0.0,303.888,887.458,1.0,224.425,857.6,1.0,243.739,905.904,1.0,227.047,987.513,1.0,798.971,1210.237,1.0,780.895,1156.616,1.0,853.076,1185.12,1.0,850.253,1092.588,1.0,890.357,987.704,1.0,203.937,188.565,1.0,201.311,1318.061,1.0
282,,,0.0,303.666,889.525,1.0,225.419,857.418,1.0,248.231,894.74,1.0,226.627,988.479,1.0,798.522,1223.409,1.0,775.559,1164.582,1.0,838.291,1194.493,1.0,842.826,1098.904,1.0,881.335,998.079,1.0,203.78,187.962,1.0,202.248,1317.579,1.0
283,,,0.0,300.829,893.279,1.0,224.668,863.641,1.0,247.918,902.512,1.0,226.809,987.201,1.0,797.554,1231.144,1.0,767.506,1180.929,1.0,833.442,1209.959,1.0,838.735,1112.308,1.0,877.107,1004.626,1.0,203.551,188.481,1.0,201.717,1318.593,1.0
284,,,0.0,294.502,896.521,1.0,223.137,862.886,1.0,246.519,902.912,1.0,226.261,986.569,1.0,796.922,1238.269,1.0,764.908,1185.995,1.0,831.372,1213.449,1.0,836.069,1117.922,1.0,875.614,1021.083,1.0,203.798,188.286,1.0,201.669,1318.837,1.0
285,,,0.0,295.537,896.411,1.0,223.271,864.679,1.0,244.921,902.942,1.0,225.888,987.548,1.0,790.872,1247.013,1.0,762.74,1190.607,1.0,835.448,1215.248,1.0,832.526,1127.765,1.0,879.961,1025.895,1.0,204.044,188.429,1.0,201.765,1317.67,1.0
286,,,0.0,300.073,896.521,1.0,222.165,861.128,1.0,246.522,902.844,1.0,225.734,987.217,1.0,783.931,1262.585,1.0,758.692,1198.237,1.0,829.851,1233.521,1.0,828.959,1136.646,1.0,882.845,1040.649,1.0,203.353,188.346,1.0,201.291,1318.219,1.0
287,,,0.0,304.473,893.041,1.0,226.289,864.836,1.0,242.577,906.601,1.0,226.214,987.449,1.0,778.099,1263.557,1.0,756.521,1207.481,1.0,831.436,1234.229,1.0,831.279,1137.534,1.0,885.251,1047.995,1.0,203.956,188.701,1.0,201.68,1318.405,1.0
