,Nose_x,Nose_y,Head_x,Head_y,roi,transition_index,N_s1_dist,NosePoke,Heading_2_Szone,distance,approaching,EVT1,EVT2,EVT3
15014,221.84385681152344,836.3214111328125,221.84385681152344,836.3214111328125,else,,,,False,802.9453842574615,False,,,
15015,221.8337860107422,836.3214111328125,221.8337860107422,836.3214111328125,else,,,,False,802.9501272632989,False,,,
15016,221.8337860107422,835.0667114257812,221.8337860107422,835.0667114257812,else,,,,False,801.8435132926113,True,,,
15017,221.84385681152344,833.4161987304688,221.84385681152344,833.4161987304688,else,,,,False,800.3837092685781,True,,,
15018,224.9794158935547,831.531005859375,224.9794158935547,831.531005859375,else,,,,False,797.242945850914,True,,,
15019,226.03567504882807,831.531005859375,226.03567504882807,831.531005859375,else,,,,False,796.7466300786529,True,,,
15020,226.03567504882807,831.531005859375,226.03567504882807,831.531005859375,else,,,,False,796.7466300786529,False,,,
15021,226.03567504882807,833.7708740234375,226.03567504882807,833.7708740234375,else,,,,False,798.7251360486864,False,,,
15022,224.2782745361328,842.1785278320312,224.2782745361328,842.1785278320312,else,,,,False,806.9806593728706,False,,,
15023,222.9132232666016,849.1544189453125,222.9132232666016,849.1544189453125,else,,,,False,813.7924386178181,False,,,
15024,222.7216796875,852.897705078125,222.7216796875,852.897705078125,else,,,,False,817.1998616038512,False,,,
15025,222.57254028320312,860.5584716796875,222.57254028320312,860.5584716796875,else,,,,False,824.071235863717,False,,,
15026,222.4227752685547,864.300048828125,222.4227752685547,864.300048828125,else,,,,False,827.4674147905763,False,,,
15027,222.21170043945312,866.9744873046875,222.21170043945312,866.9744873046875,else,,,,False,829.9441500318411,False,,,
15028,221.7507781982422,872.0636596679688,221.7507781982422,872.0636596679688,else,,,,False,834.6874884842388,False,,,
15029,221.68896484375,877.0604248046875,221.68896484375,877.0604248046875,else,,,,False,839.1726635976486,False,,,
15030,219.9365234375,877.2416381835938,219.9365234375,877.2416381835938,else,,,,False,840.1257516615052,False,,,
15031,215.43719482421875,877.8303833007812,215.43719482421875,877.8303833007812,else,,,,False,842.6945798126759,False,,,
15032,211.3911590576172,880.9771118164062,211.3911590576172,880.9771118164062,else,,,,False,847.3437095877675,False,,,
15033,208.00442504882807,881.9832153320312,208.00442504882807,881.9832153320312,else,,,,False,849.7948104005625,False,,,
15034,205.111328125,882.1068725585938,205.111328125,882.1068725585938,else,,,,False,851.2427611529537,False,,,
15035,200.49546813964844,882.1338500976562,200.49546813964844,882.1338500976562,else,,,,False,853.4176790060498,False,,,
15036,193.82781982421875,882.7944946289062,193.82781982421875,882.7944946289062,else,,,,False,857.1409271939202,False,,,
15037,189.18841552734372,882.8214111328125,189.18841552734372,882.8214111328125,else,,,,False,859.3727483702661,False,,,
15038,183.6632843017578,883.739013671875,183.6632843017578,883.739013671875,else,,,,False,862.8312219803694,False,,,
15039,177.68280029296875,884.1332397460938,177.68280029296875,884.1332397460938,else,,,,False,866.076955828587,False,,,
15040,176.2403564453125,883.739013671875,176.2403564453125,883.739013671875,else,,,,False,866.4373562418314,False,,,
15041,176.19801330566406,882.9295654296875,176.19801330566406,882.9295654296875,else,,779.9964758331726,off,False,865.7521427556059,True,,,
15042,176.19801330566406,882.9295654296875,176.19801330566406,882.9295654296875,else,,779.8990518273549,off,False,865.7521427556059,False,,,
15043,175.50099182128906,878.7662353515625,175.50099182128906,878.7662353515625,else,,775.5673626358669,off,False,862.4670127539181,True,,,
15044,175.50099182128906,878.3130493164062,175.50099182128906,878.3130493164062,else,,773.4661862173004,off,False,862.0725491043044,True,,,
15045,175.50099182128906,878.0804443359375,175.50099182128906,878.0804443359375,else,,772.4403437613213,off,False,861.8701067561786,True,,,
15046,174.20623779296875,876.3864135742188,174.20623779296875,876.3864135742188,else,,771.4573766958362,off,False,861.0357437161941,True,,,
15047,172.98434448242188,876.9393310546875,172.98434448242188,876.9393310546875,else,,769.9635943016067,off,False,862.120926354157,False,,,
15048,172.98434448242188,876.1766967773438,172.98434448242188,876.1766967773438,else,,767.615188214187,off,False,861.4584956094892,True,,,
15049,172.98434448242188,875.9519653320312,172.98434448242188,875.9519653320312,else,,765.492438476964,off,False,861.2633235550874,True,,,
15050,173.8223876953125,875.7739868164062,173.8223876953125,875.7739868164062,else,,762.6232916532515,off,False,860.6934951473884,True,,,
15051,174.84402465820312,872.1948852539062,174.84402465820312,872.1948852539062,else,,758.124493835523,off,False,857.0785440126881,True,,,
15052,176.1728973388672,869.6402587890625,176.1728973388672,869.6402587890625,else,,754.6482052706577,off,False,854.2011978491005,True,,,
15053,177.0743865966797,866.1536254882812,177.0743865966797,866.1536254882812,else,,750.2819844269486,off,False,850.7272472973159,True,,,
15054,177.11155700683594,861.7063598632812,177.11155700683594,861.7063598632812,else,,746.8451290871716,off,False,846.8527957803584,True,,,
15055,177.4468231201172,860.6624755859375,177.4468231201172,860.6624755859375,else,,744.1612736820457,off,False,845.7809943614221,True,,,
15056,177.5120086669922,855.9331665039062,177.5120086669922,855.9331665039062,else,,738.4263390571565,off,False,841.6547972399393,True,,,
15057,177.69061279296875,851.5257568359375,177.69061279296875,851.5257568359375,else,,733.9202282506587,off,False,837.7557754669283,True,,,
15058,178.2554473876953,848.3562622070312,178.2554473876953,848.3562622070312,else,,729.6972768369681,off,False,834.734456075127,True,,,
15059,180.18167114257807,845.6849975585938,180.18167114257807,845.6849975585938,else,,724.7761223002074,off,False,831.4560631598745,True,,,
15060,183.6949462890625,838.7374267578125,183.6949462890625,838.7374267578125,else,,717.0855612841196,off,False,823.6853692640069,True,,,
15061,187.3789825439453,831.402099609375,187.3789825439453,831.402099609375,else,,711.9712346548653,off,False,815.4940942651558,True,,,
15062,188.8959045410156,828.1166381835938,188.8959045410156,828.1166381835938,else,,706.7730081484737,off,False,811.8927788597746,True,,,
15063,190.54498291015625,822.7536010742188,190.54498291015625,822.7536010742188,else,,701.4820169605528,off,False,806.4341121416176,True,,,
15064,192.9672393798828,818.9923095703125,192.9672393798828,818.9923095703125,else,,696.0242228765318,off,False,801.96386458702,True,,,
15065,196.0925445556641,816.2779541015625,196.0925445556641,816.2779541015625,else,,691.4733869821202,off,False,798.0399580633483,True,,,
15066,196.3565216064453,813.6434936523438,196.3565216064453,813.6434936523438,else,,688.9725103090889,off,False,795.635003024276,True,,,
15067,196.51385498046875,812.047119140625,196.51385498046875,812.047119140625,else,,687.7436823004549,off,False,794.1797847007381,True,,,
15068,197.52194213867188,810.4229125976562,197.52194213867188,810.4229125976562,else,,686.3789833004936,off,False,792.2686531083348,True,,,
15069,202.7607421875,808.6212768554688,202.7607421875,808.6212768554688,else,,683.4324858886122,off,False,788.0636715746987,True,,,
15070,208.63372802734372,807.7196044921875,208.63372802734372,807.7196044921875,else,,679.4743445457539,off,False,784.3381283405715,True,,,
15071,209.26828002929688,807.7196044921875,209.26828002929688,807.7196044921875,else,,679.1302924302156,off,False,784.0216946757786,True,,,
15072,209.5681915283203,807.7196044921875,209.5681915283203,807.7196044921875,else,,678.7625513578282,off,False,783.8722713538745,True,,,
15073,210.00575256347656,807.7196044921875,210.00575256347656,807.7196044921875,else,,678.5255974788167,off,False,783.6544224111774,True,,,
15074,211.9842071533203,807.7196044921875,211.9842071533203,807.7196044921875,else,,677.365020707019,off,False,782.6717039918162,True,,,
